,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Manually adjust conditional format range in M:M to highlight ID after copy pasting,,,,,,,,,,,,,,,,,,,,,,
,MASTER SAMPLE,,,,,,,,,,,,,,,CURRENT INVENTORY,,,,,,,,,,,,,,,,,,
,Name,Sample Size,Bag Value,,,,,,,,,,,,,"after doing the function, copy paste over to the M-O columns :)",,,,,,,,,,,,,,,,,,
,SUPPLY SACK,1856,407.9,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,Count,Name,Sell,Buy,Profit,Gross Revenue,Rate,Value,,sample size,Paste results here and note sample size in the L column,,,,Get Inventory Here-->,ID,Count,Name,,,,,,,,,,,,,,,
,19743,542,Linen Scrap,37,30,31.45,20054,0.2920258621,9.2,,150,19743,67,Linen Scrap,,,36074,4,Bowl of Candy Corn Custard,,,,,,,,,,,,,,,
,24292,115,Vial of Blood,376,300,319.6,43240,0.0619612069,19.8,,,24292,7,Vial of Blood,,,9452,4,Apprentice Maintenance Oil,,,,,,,,,,,,,,,
,19731,397,Rugged Leather Section,137,104,116.45,54389,0.2139008621,24.9,,,19731,60,Rugged Leather Section,,,24528,2,Talisman of the Stout,,,,,,,,,,,,,,,
,24293,28,Vial of Thick Blood,420,391,357,11760,0.0150862069,5.4,,,24293,7,Vial of Thick Blood,,,24530,1,Talisman of Mending,,,,,,,,,,,,,,,
,24345,31,Heavy Bone,1754,1514,1490.9,54374,0.01670258621,24.9,,,24345,3,Heavy Bone,,,24529,1,Talisman of Potency,,,,,,,,,,,,,,,
,24349,29,Sharp Claw,477,367,405.45,13833,0.015625,6.3,,,24349,3,Sharp Claw,,,21681,1,Metal Scrap,,,,,,,,,,,,,,,
,24274,119,Pile of Radiant Dust,856,808,727.6,101864,0.06411637931,46.7,,,24274,9,Pile of Radiant Dust,,,79079,1,Unstable Metal Chunk,,,,,,,,,,,,,,,
,24286,112,Scale,657,615,558.45,73584,0.06034482759,33.7,,,24286,7,Scale,,,,,,,,,,,,,,,,,,,,
,24348,126,Claw,459,419,390.15,57834,0.06788793103,26.5,,,24348,9,Claw,,,,,,,,,,,,,,,,,,,,
