,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Manually adjust conditional format range in M:M to highlight ID after copy pasting,,,,,,,,,,,,,,,,,,,,,,
,MASTER SAMPLE,,,,,,,,,,,,,,,,,,CURRENT INVENTORY,,,,,,,,,,,,,,,,,,
,Name,Sample Size,Bag Value,,,,,,,,,,,,,,,,"after doing the function, copy paste over to the M-O columns :)",,,,,,,,,,,,,,,,,,
,"""BAG NAME""",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,Count,Name,Sell,Buy,Profit,Gross Revenue,Rate,Refineable?,Value Change if Refined,Value,Max Value,,sample size,Paste results here and note sample size in the L column,,,,Get Inventory Here-->,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , , ,FALSE,0, , ,,,,,,,,,,,,,,,,,,,,,,,,,
