,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Manually adjust conditional format range in M:M to highlight ID after copy pasting,,,,,,,,,,,,,,,,,,,,,,
,MASTER SAMPLE,,,,,,,,,,,,,,,,,,CURRENT INVENTORY,,,,,,,,,,,,,,,,,,
,"""SALVAGEABLE ITEM NAME""",Sample Size,Salvage Value,,,,,,,,,,,,,,,,"after doing the function, copy paste over to the M-O columns :)",,,,,,,,,,,,,,,,,,
,---Salvageable Item ID---,708,239.4,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,Count,Name,Sell,Buy,Profit,Gross Revenue,Rate,Refineable?,Refined Value Change,Value,Max Value,,,Refined ID,Quantity,,,Get Inventory Here-->,ID,Count,Name,,,,,,,,,,,,,,,
,19700,107,Mithril Ore,44,43,37.4,4708,0.1511299435,TRUE,2,5.7,5.9,,,#N/A,0,,,,19700,53,Mithril Ore,,,,,,,,,,,,,,,
,19699,679,Iron Ore,114,113,96.9,77406,0.959039548,TRUE,19,92.9,108.4,,,#N/A,0,,,,19745,3,Gossamer Scrap,,,,,,,,,,,,,,,
,19702,309,Platinum Ore,176,150,149.6,54384,0.436440678,TRUE,30,65.3,76.4,,,#N/A,0,,,,19722,199,Elder Wood Log,,,,,,,,,,,,,,,
,19701,206,Orichalcum Ore,156,137,132.6,32136,0.290960452,TRUE,14,38.6,42.0,,,#N/A,0,,,,19729,49,Thick Leather Section,,,,,,,,,,,,,,,
,19697,147,Copper Ore,43,38,36.55,6321,0.2076271186,TRUE,11.5,7.6,9.6,,,,,,,,19748,128,Silk Scrap,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,,,,,19725,7,Ancient Wood Log,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,,,,,,19701,10,Orichalcum Ore,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , ,,,refined material has to be identified using the samples below,,,,,19732,5,Hardened Leather Section,,,,,,,,,,,,,,,
