,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Manually adjust conditional format range in M:M to highlight ID after copy pasting,,,,,,,,,,,,,,,,,,,,,,
,MASTER SAMPLE,,,,,,,,,,,,,,,,,,,CURRENT INVENTORY,,,,,Wiki Data,,,,,,,,,,,,,
,"""SALVAGEABLE ITEM NAME""",Sample Size,Salvage Value,Target Value,,,,,,,,,,,,,,,,"after doing the function, copy paste over to the M-O columns :)",,,,,3000,4723,297,,,,,,,,,,,
,---Salvageable Item ID---,5597,30.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,Count,Name,Sell,Buy,Profit,Gross Revenue,Rate,Refineable?,Refined Value Change,Value,Max Value,Desired Value,,,Refined ID,Quantity,,,Get Inventory Here-->,,,,,,,,,,,,,,,,,,
,19748,8934,Silk Scrap,17,16,14.45,151878,1.596212257,TRUE,0,23.1,23.1,33.5,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,19745,516,Gossamer Scrap,127,123,107.95,65532,0.09219224585,TRUE,-22,10.0,10.0,10.0,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,#N/A,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,refined material has to be identified using the samples below,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,make some sort of sumif for the samples below?,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,Unique Raw Material IDs,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,0,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,sample size,Paste results here and note sample size in the L column,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,3000,19748,4723,Silk Scrap,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,19745,297,Gossamer Scrap,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,2597,19748,4211,Silk Scrap,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,19745,219,Gossamer Scrap,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,0, , , , , ,0,FALSE,0, , , ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
